respondent_id,question_id,alternative,chosen,sugar_type,health_label,price,sugar_free,has_health_label
19,q21,Neither,0,None,None,0,0,0
19,q22,A,0,일반당,건강라벨 없음,3000,0,0
19,q22,B,1,무설탕,건강라벨 있음,2500,1,1
19,q22,Neither,0,None,None,0,0,0
19,q23,A,1,무설탕,건강라벨 없음,2000,1,0
19,q23,B,0,무설탕,건강라벨 있음,3000,1,1
19,q23,Neither,0,None,None,0,0,0
19,q24,A,1,일반당,건강라벨 있음,2000,0,1
19,q24,B,0,일반당,건강라벨 없음,2500,0,0
19,q24,Neither,0,None,None,0,0,0
19,q25,A,1,무설탕,건강라벨 없음,2500,1,0
19,q25,B,0,일반당,건강라벨 있음,3000,0,1
19,q25,Neither,0,None,None,0,0,0
19,q26,A,0,일반당,건강라벨 있음,3000,0,1
19,q26,B,1,무설탕,건강라벨 없음,2000,1,0
19,q26,Neither,0,None,None,0,0,0
20,q21,A,1,무설탕,건강라벨 있음,2500,1,1
20,q21,B,0,일반당,건강라벨 없음,2000,0,0
20,q21,Neither,0,None,None,0,0,0
20,q22,A,0,일반당,건강라벨 없음,3000,0,0
20,q22,B,1,무설탕,건강라벨 있음,2500,1,1
20,q22,Neither,0,None,None,0,0,0
20,q23,A,1,무설탕,건강라벨 없음,2000,1,0
20,q23,B,0,무설탕,건강라벨 있음,3000,1,1
20,q23,Neither,0,None,None,0,0,0
20,q24,A,0,일반당,건강라벨 있음,2000,0,1
20,q24,B,0,일반당,건강라벨 없음,2500,0,0
20,q24,Neither,1,None,None,0,0,0
20,q25,A,1,무설탕,건강라벨 없음,2500,1,0
20,q25,B,0,일반당,건강라벨 있음,3000,0,1
20,q25,Neither,0,None,None,0,0,0
20,q26,A,0,일반당,건강라벨 있음,3000,0,1
20,q26,B,1,무설탕,건강라벨 없음,2000,1,0
20,q26,Neither,0,None,None,0,0,0
21,q21,A,0,무설탕,건강라벨 있음,2500,1,1
21,q21,B,1,일반당,건강라벨 없음,2000,0,0
21,q21,Neither,0,None,None,0,0,0
21,q22,A,0,일반당,건강라벨 없음,3000,0,0
21,q22,B,1,무설탕,건강라벨 있음,2500,1,1
21,q22,Neither,0,None,None,0,0,0
21,q23,A,1,무설탕,건강라벨 없음,2000,1,0
21,q23,B,0,무설탕,건강라벨 있음,3000,1,1
21,q23,Neither,0,None,None,0,0,0
21,q24,A,1,일반당,건강라벨 있음,2000,0,1
21,q24,B,0,일반당,건강라벨 없음,2500,0,0
21,q24,Neither,0,None,None,0,0,0
21,q25,A,1,무설탕,건강라벨 없음,2500,1,0
21,q25,B,0,일반당,건강라벨 있음,3000,0,1
21,q25,Neither,0,None,None,0,0,0
21,q26,A,0,일반당,건강라벨 있음,3000,0,1
21,q26,B,1,무설탕,건강라벨 없음,2000,1,0
21,q26,Neither,0,None,None,0,0,0
23,q21,A,0,무설탕,건강라벨 있음,2500,1,1
23,q21,B,1,일반당,건강라벨 없음,2000,0,0
23,q21,Neither,0,None,None,0,0,0
23,q22,A,0,일반당,건강라벨 없음,3000,0,0
23,q22,B,1,무설탕,건강라벨 있음,2500,1,1
23,q22,Neither,0,None,None,0,0,0
23,q23,A,1,무설탕,건강라벨 없음,2000,1,0
23,q23,B,0,무설탕,건강라벨 있음,3000,1,1
23,q23,Neither,0,None,None,0,0,0
23,q24,A,1,일반당,건강라벨 있음,2000,0,1
23,q24,B,0,일반당,건강라벨 없음,2500,0,0
23,q24,Neither,0,None,None,0,0,0
23,q25,A,1,무설탕,건강라벨 없음,2500,1,0
23,q25,B,0,일반당,건강라벨 있음,3000,0,1
23,q25,Neither,0,None,None,0,0,0
23,q26,A,0,일반당,건강라벨 있음,3000,0,1
23,q26,B,1,무설탕,건강라벨 없음,2000,1,0
23,q26,Neither,0,None,None,0,0,0
24,q21,A,1,무설탕,건강라벨 있음,2500,1,1
24,q21,B,0,일반당,건강라벨 없음,2000,0,0
24,q21,Neither,0,None,None,0,0,0
24,q22,A,0,일반당,건강라벨 없음,3000,0,0
24,q22,B,1,무설탕,건강라벨 있음,2500,1,1
24,q22,Neither,0,None,None,0,0,0
24,q23,A,1,무설탕,건강라벨 없음,2000,1,0
24,q23,B,0,무설탕,건강라벨 있음,3000,1,1
24,q23,Neither,0,None,None,0,0,0
24,q24,A,1,일반당,건강라벨 있음,2000,0,1
24,q24,B,0,일반당,건강라벨 없음,2500,0,0
24,q24,Neither,0,None,None,0,0,0
24,q25,A,1,무설탕,건강라벨 없음,2500,1,0
24,q25,B,0,일반당,건강라벨 있음,3000,0,1
24,q25,Neither,0,None,None,0,0,0
24,q26,A,0,일반당,건강라벨 있음,3000,0,1
24,q26,B,1,무설탕,건강라벨 없음,2000,1,0
24,q26,Neither,0,None,None,0,0,0
27,q21,A,1,무설탕,건강라벨 있음,2500,1,1
27,q21,B,0,일반당,건강라벨 없음,2000,0,0
27,q21,Neither,0,None,None,0,0,0
27,q22,A,1,일반당,건강라벨 없음,3000,0,0
27,q22,B,0,무설탕,건강라벨 있음,2500,1,1
27,q22,Neither,0,None,None,0,0,0
27,q23,A,0,무설탕,건강라벨 없음,2000,1,0
27,q23,B,1,무설탕,건강라벨 있음,3000,1,1
27,q23,Neither,0,None,None,0,0,0
27,q24,A,1,일반당,건강라벨 있음,2000,0,1
27,q24,B,0,일반당,건강라벨 없음,2500,0,0
27,q24,Neither,0,None,None,0,0,0
27,q25,A,1,무설탕,건강라벨 없음,2500,1,0
27,q25,B,0,일반당,건강라벨 있음,3000,0,1
27,q25,Neither,0,None,None,0,0,0
27,q26,A,1,일반당,건강라벨 있음,3000,0,1
27,q26,B,0,무설탕,건강라벨 없음,2000,1,0
27,q26,Neither,0,None,None,0,0,0
28,q21,A,1,무설탕,건강라벨 있음,2500,1,1
28,q21,B,0,일반당,건강라벨 없음,2000,0,0
28,q21,Neither,0,None,None,0,0,0
28,q22,A,0,일반당,건강라벨 없음,3000,0,0
28,q22,B,1,무설탕,건강라벨 있음,2500,1,1
28,q22,Neither,0,None,None,0,0,0
28,q23,A,1,무설탕,건강라벨 없음,2000,1,0
28,q23,B,0,무설탕,건강라벨 있음,3000,1,1
28,q23,Neither,0,None,None,0,0,0
28,q24,A,1,일반당,건강라벨 있음,2000,0,1
28,q24,B,0,일반당,건강라벨 없음,2500,0,0
28,q24,Neither,0,None,None,0,0,0
28,q25,A,1,무설탕,건강라벨 없음,2500,1,0
28,q25,B,0,일반당,건강라벨 있음,3000,0,1
28,q25,Neither,0,None,None,0,0,0
28,q26,A,0,일반당,건강라벨 있음,3000,0,1
28,q26,B,1,무설탕,건강라벨 없음,2000,1,0
28,q26,Neither,0,None,None,0,0,0
29,q21,A,1,무설탕,건강라벨 있음,2500,1,1
29,q21,B,0,일반당,건강라벨 없음,2000,0,0
29,q21,Neither,0,None,None,0,0,0
29,q22,A,0,일반당,건강라벨 없음,3000,0,0
29,q22,B,1,무설탕,건강라벨 있음,2500,1,1
29,q22,Neither,0,None,None,0,0,0
29,q23,A,1,무설탕,건강라벨 없음,2000,1,0
29,q23,B,0,무설탕,건강라벨 있음,3000,1,1
29,q23,Neither,0,None,None,0,0,0
29,q24,A,1,일반당,건강라벨 있음,2000,0,1
29,q24,B,0,일반당,건강라벨 없음,2500,0,0
29,q24,Neither,0,None,None,0,0,0
29,q25,A,1,무설탕,건강라벨 없음,2500,1,0
29,q25,B,0,일반당,건강라벨 있음,3000,0,1
29,q25,Neither,0,None,None,0,0,0
29,q26,A,0,일반당,건강라벨 있음,3000,0,1
29,q26,B,1,무설탕,건강라벨 없음,2000,1,0
29,q26,Neither,0,None,None,0,0,0
30,q21,A,1,무설탕,건강라벨 있음,2500,1,1
30,q21,B,0,일반당,건강라벨 없음,2000,0,0
30,q21,Neither,0,None,None,0,0,0
30,q22,A,0,일반당,건강라벨 없음,3000,0,0
30,q22,B,1,무설탕,건강라벨 있음,2500,1,1
30,q22,Neither,0,None,None,0,0,0
30,q23,A,1,무설탕,건강라벨 없음,2000,1,0
30,q23,B,0,무설탕,건강라벨 있음,3000,1,1
30,q23,Neither,0,None,None,0,0,0
30,q24,A,1,일반당,건강라벨 있음,2000,0,1
30,q24,B,0,일반당,건강라벨 없음,2500,0,0
30,q24,Neither,0,None,None,0,0,0
30,q25,A,1,무설탕,건강라벨 없음,2500,1,0
30,q25,B,0,일반당,건강라벨 있음,3000,0,1
30,q25,Neither,0,None,None,0,0,0
30,q26,A,0,일반당,건강라벨 있음,3000,0,1
30,q26,B,1,무설탕,건강라벨 없음,2000,1,0
30,q26,Neither,0,None,None,0,0,0
31,q21,A,1,무설탕,건강라벨 있음,2500,1,1
31,q21,B,0,일반당,건강라벨 없음,2000,0,0
31,q21,Neither,0,None,None,0,0,0
31,q22,A,0,일반당,건강라벨 없음,3000,0,0
31,q22,B,1,무설탕,건강라벨 있음,2500,1,1
31,q22,Neither,0,None,None,0,0,0
31,q23,A,0,무설탕,건강라벨 없음,2000,1,0
31,q23,B,1,무설탕,건강라벨 있음,3000,1,1
31,q23,Neither,0,None,None,0,0,0
31,q24,A,1,일반당,건강라벨 있음,2000,0,1
31,q24,B,0,일반당,건강라벨 없음,2500,0,0
31,q24,Neither,0,None,None,0,0,0
31,q25,A,0,무설탕,건강라벨 없음,2500,1,0
31,q25,B,1,일반당,건강라벨 있음,3000,0,1
31,q25,Neither,0,None,None,0,0,0
31,q26,A,1,일반당,건강라벨 있음,3000,0,1
31,q26,B,0,무설탕,건강라벨 없음,2000,1,0
31,q26,Neither,0,None,None,0,0,0
32,q21,A,1,무설탕,건강라벨 있음,2500,1,1
32,q21,B,0,일반당,건강라벨 없음,2000,0,0
32,q21,Neither,0,None,None,0,0,0
32,q22,A,0,일반당,건강라벨 없음,3000,0,0
32,q22,B,1,무설탕,건강라벨 있음,2500,1,1
32,q22,Neither,0,None,None,0,0,0
32,q23,A,1,무설탕,건강라벨 없음,2000,1,0
32,q23,B,0,무설탕,건강라벨 있음,3000,1,1
32,q23,Neither,0,None,None,0,0,0
32,q24,A,1,일반당,건강라벨 있음,2000,0,1
32,q24,B,0,일반당,건강라벨 없음,2500,0,0
32,q24,Neither,0,None,None,0,0,0
32,q25,A,1,무설탕,건강라벨 없음,2500,1,0
32,q25,B,0,일반당,건강라벨 있음,3000,0,1
32,q25,Neither,0,None,None,0,0,0
32,q26,A,0,일반당,건강라벨 있음,3000,0,1
32,q26,B,1,무설탕,건강라벨 없음,2000,1,0
32,q26,Neither,0,None,None,0,0,0
33,q21,A,0,무설탕,건강라벨 있음,2500,1,1
33,q21,B,0,일반당,건강라벨 없음,2000,0,0
33,q21,Neither,1,None,None,0,0,0
33,q22,A,0,일반당,건강라벨 없음,3000,0,0
33,q22,B,0,무설탕,건강라벨 있음,2500,1,1
33,q22,Neither,1,None,None,0,0,0
33,q23,A,0,무설탕,건강라벨 없음,2000,1,0
33,q23,B,0,무설탕,건강라벨 있음,3000,1,1
33,q23,Neither,1,None,None,0,0,0
33,q24,A,1,일반당,건강라벨 있음,2000,0,1
33,q24,B,0,일반당,건강라벨 없음,2500,0,0
33,q24,Neither,0,None,None,0,0,0
33,q25,A,0,무설탕,건강라벨 없음,2500,1,0
33,q25,B,0,일반당,건강라벨 있음,3000,0,1
33,q25,Neither,1,None,None,0,0,0
33,q26,A,0,일반당,건강라벨 있음,3000,0,1
33,q26,B,0,무설탕,건강라벨 없음,2000,1,0
33,q26,Neither,1,None,None,0,0,0
34,q21,A,0,무설탕,건강라벨 있음,2500,1,1
34,q21,B,1,일반당,건강라벨 없음,2000,0,0
34,q21,Neither,0,None,None,0,0,0
34,q22,A,0,일반당,건강라벨 없음,3000,0,0
34,q22,B,1,무설탕,건강라벨 있음,2500,1,1
34,q22,Neither,0,None,None,0,0,0
34,q23,A,1,무설탕,건강라벨 없음,2000,1,0
34,q23,B,0,무설탕,건강라벨 있음,3000,1,1
34,q23,Neither,0,None,None,0,0,0
34,q24,A,1,일반당,건강라벨 있음,2000,0,1
34,q24,B,0,일반당,건강라벨 없음,2500,0,0
34,q24,Neither,0,None,None,0,0,0
34,q25,A,1,무설탕,건강라벨 없음,2500,1,0
34,q25,B,0,일반당,건강라벨 있음,3000,0,1
34,q25,Neither,0,None,None,0,0,0
34,q26,A,0,일반당,건강라벨 있음,3000,0,1
34,q26,B,0,무설탕,건강라벨 없음,2000,1,0
34,q26,Neither,1,None,None,0,0,0
35,q21,A,1,무설탕,건강라벨 있음,2500,1,1
35,q21,B,0,일반당,건강라벨 없음,2000,0,0
35,q21,Neither,0,None,None,0,0,0
35,q22,A,0,일반당,건강라벨 없음,3000,0,0
35,q22,B,1,무설탕,건강라벨 있음,2500,1,1
35,q22,Neither,0,None,None,0,0,0
35,q23,A,1,무설탕,건강라벨 없음,2000,1,0
35,q23,B,0,무설탕,건강라벨 있음,3000,1,1
35,q23,Neither,0,None,None,0,0,0
35,q24,A,1,일반당,건강라벨 있음,2000,0,1
35,q24,B,0,일반당,건강라벨 없음,2500,0,0
35,q24,Neither,0,None,None,0,0,0
35,q25,A,0,무설탕,건강라벨 없음,2500,1,0
35,q25,B,1,일반당,건강라벨 있음,3000,0,1
35,q25,Neither,0,None,None,0,0,0
35,q26,A,0,일반당,건강라벨 있음,3000,0,1
35,q26,B,1,무설탕,건강라벨 없음,2000,1,0
35,q26,Neither,0,None,None,0,0,0
36,q21,A,1,무설탕,건강라벨 있음,2500,1,1
36,q21,B,0,일반당,건강라벨 없음,2000,0,0
36,q21,Neither,0,None,None,0,0,0
36,q22,A,0,일반당,건강라벨 없음,3000,0,0
36,q22,B,1,무설탕,건강라벨 있음,2500,1,1
36,q22,Neither,0,None,None,0,0,0
36,q23,A,0,무설탕,건강라벨 없음,2000,1,0
36,q23,B,1,무설탕,건강라벨 있음,3000,1,1
36,q23,Neither,0,None,None,0,0,0
36,q24,A,1,일반당,건강라벨 있음,2000,0,1
36,q24,B,0,일반당,건강라벨 없음,2500,0,0
36,q24,Neither,0,None,None,0,0,0
36,q25,A,1,무설탕,건강라벨 없음,2500,1,0
36,q25,B,0,일반당,건강라벨 있음,3000,0,1
36,q25,Neither,0,None,None,0,0,0
36,q26,A,0,일반당,건강라벨 있음,3000,0,1
36,q26,B,1,무설탕,건강라벨 없음,2000,1,0
