respondent_id,choice_set,alternative,alternative_name,product_type,sugar_content,health_label,price,choice,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15,q16,q17,q27,q28,q29,q18,q19,q20,q30,q31,q32,q33,q34,q35,q36,q37,q38,q39,q40,q41,q42,q43,q44,q45,q46,q47,q48,q49,gender,age,income,education,diabetes,family_diabetes,sugar_substitute_usage,age_continuous,age_std,income_continuous,income_std,education_level,sugar_free
1,5,1,제품 A,알반당,무설탕,0.0,2.5,1,4,4,3,3,4,3,4,3,3,4,4,2,4,4,4,3,3,4,5,4,5,4,5,2,5,5,4,4,3,4,5,4,5,5,3,1,5,2,0,2,1,4,2,2,3,35,-0.627910718895614,150,-1.4955999564461644,4,1.0
1,5,2,제품 B,무설탕,알반당,1.0,3.0,0,4,4,3,3,4,3,4,3,3,4,4,2,4,4,4,3,3,4,5,4,5,4,5,2,5,5,4,4,3,4,5,4,5,5,3,1,5,2,0,2,1,4,2,2,3,35,-0.627910718895614,150,-1.4955999564461644,4,0.0
1,5,3,구매안함,,,,,0,4,4,3,3,4,3,4,3,3,4,4,2,4,4,4,3,3,4,5,4,5,4,5,2,5,5,4,4,3,4,5,4,5,5,3,1,5,2,0,2,1,4,2,2,3,35,-0.627910718895614,150,-1.4955999564461644,4,
1,6,1,제품 A,알반당,알반당,1.0,3.0,0,4,4,3,3,4,3,4,3,3,4,4,2,4,4,4,3,3,4,5,4,5,4,5,2,5,5,4,4,3,4,5,4,5,5,3,1,5,2,0,2,1,4,2,2,3,35,-0.627910718895614,150,-1.4955999564461644,4,0.0
1,6,2,제품 B,무설탕,무설탕,0.0,2.0,1,4,4,3,3,4,3,4,3,3,4,4,2,4,4,4,3,3,4,5,4,5,4,5,2,5,5,4,4,3,4,5,4,5,5,3,1,5,2,0,2,1,4,2,2,3,35,-0.627910718895614,150,-1.4955999564461644,4,1.0
1,6,3,구매안함,,,,,0,4,4,3,3,4,3,4,3,3,4,4,2,4,4,4,3,3,4,5,4,5,4,5,2,5,5,4,4,3,4,5,4,5,5,3,1,5,2,0,2,1,4,2,2,3,35,-0.627910718895614,150,-1.4955999564461644,4,
3,1,1,제품 A,무설탕,무설탕,1.0,2.5,1,4,4,3,4,3,3,4,3,3,3,4,3,4,3,4,3,4,3,2,3,3,3,2,3,3,3,2,3,4,3,3,3,4,2,3,3,3,2,0,3,3,4,2,3,3,45,0.1992166537861584,350,0.0278683221698045,4,1.0
3,1,2,제품 B,알반당,알반당,0.0,2.0,0,4,4,3,4,3,3,4,3,3,3,4,3,4,3,4,3,4,3,2,3,3,3,2,3,3,3,2,3,4,3,3,3,4,2,3,3,3,2,0,3,3,4,2,3,3,45,0.1992166537861584,350,0.0278683221698045,4,0.0
3,1,3,구매안함,,,,,0,4,4,3,4,3,3,4,3,3,3,4,3,4,3,4,3,4,3,2,3,3,3,2,3,3,3,2,3,4,3,3,3,4,2,3,3,3,2,0,3,3,4,2,3,3,45,0.1992166537861584,350,0.0278683221698045,4,
3,2,1,제품 A,알반당,알반당,0.0,3.0,0,4,4,3,4,3,3,4,3,3,3,4,3,4,3,4,3,4,3,2,3,3,3,2,3,3,3,2,3,4,3,3,3,4,2,3,3,3,2,0,3,3,4,2,3,3,45,0.1992166537861584,350,0.0278683221698045,4,0.0
3,2,2,제품 B,무설탕,무설탕,1.0,2.5,1,4,4,3,4,3,3,4,3,3,3,4,3,4,3,4,3,4,3,2,3,3,3,2,3,3,3,2,3,4,3,3,3,4,2,3,3,3,2,0,3,3,4,2,3,3,45,0.1992166537861584,350,0.0278683221698045,4,1.0
3,2,3,구매안함,,,,,0,4,4,3,4,3,3,4,3,3,3,4,3,4,3,4,3,4,3,2,3,3,3,2,3,3,3,2,3,4,3,3,3,4,2,3,3,3,2,0,3,3,4,2,3,3,45,0.1992166537861584,350,0.0278683221698045,4,
3,3,1,제품 A,알반당,무설탕,0.0,2.0,0,4,4,3,4,3,3,4,3,3,3,4,3,4,3,4,3,4,3,2,3,3,3,2,3,3,3,2,3,4,3,3,3,4,2,3,3,3,2,0,3,3,4,2,3,3,45,0.1992166537861584,350,0.0278683221698045,4,1.0
3,3,2,제품 B,무설탕,무설탕,1.0,3.0,1,4,4,3,4,3,3,4,3,3,3,4,3,4,3,4,3,4,3,2,3,3,3,2,3,3,3,2,3,4,3,3,3,4,2,3,3,3,2,0,3,3,4,2,3,3,45,0.1992166537861584,350,0.0278683221698045,4,1.0
3,3,3,구매안함,,,,,0,4,4,3,4,3,3,4,3,3,3,4,3,4,3,4,3,4,3,2,3,3,3,2,3,3,3,2,3,4,3,3,3,4,2,3,3,3,2,0,3,3,4,2,3,3,45,0.1992166537861584,350,0.0278683221698045,4,
3,4,1,제품 A,알반당,알반당,1.0,2.0,1,4,4,3,4,3,3,4,3,3,3,4,3,4,3,4,3,4,3,2,3,3,3,2,3,3,3,2,3,4,3,3,3,4,2,3,3,3,2,0,3,3,4,2,3,3,45,0.1992166537861584,350,0.0278683221698045,4,0.0
3,4,2,제품 B,무설탕,알반당,0.0,2.5,0,4,4,3,4,3,3,4,3,3,3,4,3,4,3,4,3,4,3,2,3,3,3,2,3,3,3,2,3,4,3,3,3,4,2,3,3,3,2,0,3,3,4,2,3,3,45,0.1992166537861584,350,0.0278683221698045,4,0.0
3,4,3,구매안함,,,,,0,4,4,3,4,3,3,4,3,3,3,4,3,4,3,4,3,4,3,2,3,3,3,2,3,3,3,2,3,4,3,3,3,4,2,3,3,3,2,0,3,3,4,2,3,3,45,0.1992166537861584,350,0.0278683221698045,4,
3,5,1,제품 A,알반당,무설탕,0.0,2.5,0,4,4,3,4,3,3,4,3,3,3,4,3,4,3,4,3,4,3,2,3,3,3,2,3,3,3,2,3,4,3,3,3,4,2,3,3,3,2,0,3,3,4,2,3,3,45,0.1992166537861584,350,0.0278683221698045,4,1.0
3,5,2,제품 B,무설탕,알반당,1.0,3.0,1,4,4,3,4,3,3,4,3,3,3,4,3,4,3,4,3,4,3,2,3,3,3,2,3,3,3,2,3,4,3,3,3,4,2,3,3,3,2,0,3,3,4,2,3,3,45,0.1992166537861584,350,0.0278683221698045,4,0.0
3,5,3,구매안함,,,,,0,4,4,3,4,3,3,4,3,3,3,4,3,4,3,4,3,4,3,2,3,3,3,2,3,3,3,2,3,4,3,3,3,4,2,3,3,3,2,0,3,3,4,2,3,3,45,0.1992166537861584,350,0.0278683221698045,4,
3,6,1,제품 A,알반당,알반당,1.0,3.0,1,4,4,3,4,3,3,4,3,3,3,4,3,4,3,4,3,4,3,2,3,3,3,2,3,3,3,2,3,4,3,3,3,4,2,3,3,3,2,0,3,3,4,2,3,3,45,0.1992166537861584,350,0.0278683221698045,4,0.0
3,6,2,제품 B,무설탕,무설탕,0.0,2.0,0,4,4,3,4,3,3,4,3,3,3,4,3,4,3,4,3,4,3,2,3,3,3,2,3,3,3,2,3,4,3,3,3,4,2,3,3,3,2,0,3,3,4,2,3,3,45,0.1992166537861584,350,0.0278683221698045,4,1.0
3,6,3,구매안함,,,,,0,4,4,3,4,3,3,4,3,3,3,4,3,4,3,4,3,4,3,2,3,3,3,2,3,3,3,2,3,4,3,3,3,4,2,3,3,3,2,0,3,3,4,2,3,3,45,0.1992166537861584,350,0.0278683221698045,4,
5,1,1,제품 A,무설탕,무설탕,1.0,2.5,1,4,4,4,4,3,3,5,4,4,4,5,4,3,3,2,5,5,5,4,3,4,2,4,5,5,4,3,5,4,4,5,4,4,4,3,2,3,3,1,1,2,2,2,2,2,25,-1.4550380915773864,250,-0.73386581713818,2,1.0
5,1,2,제품 B,알반당,알반당,0.0,2.0,0,4,4,4,4,3,3,5,4,4,4,5,4,3,3,2,5,5,5,4,3,4,2,4,5,5,4,3,5,4,4,5,4,4,4,3,2,3,3,1,1,2,2,2,2,2,25,-1.4550380915773864,250,-0.73386581713818,2,0.0
5,1,3,구매안함,,,,,0,4,4,4,4,3,3,5,4,4,4,5,4,3,3,2,5,5,5,4,3,4,2,4,5,5,4,3,5,4,4,5,4,4,4,3,2,3,3,1,1,2,2,2,2,2,25,-1.4550380915773864,250,-0.73386581713818,2,
5,2,1,제품 A,알반당,알반당,0.0,3.0,0,4,4,4,4,3,3,5,4,4,4,5,4,3,3,2,5,5,5,4,3,4,2,4,5,5,4,3,5,4,4,5,4,4,4,3,2,3,3,1,1,2,2,2,2,2,25,-1.4550380915773864,250,-0.73386581713818,2,0.0
5,2,2,제품 B,무설탕,무설탕,1.0,2.5,1,4,4,4,4,3,3,5,4,4,4,5,4,3,3,2,5,5,5,4,3,4,2,4,5,5,4,3,5,4,4,5,4,4,4,3,2,3,3,1,1,2,2,2,2,2,25,-1.4550380915773864,250,-0.73386581713818,2,1.0
5,2,3,구매안함,,,,,0,4,4,4,4,3,3,5,4,4,4,5,4,3,3,2,5,5,5,4,3,4,2,4,5,5,4,3,5,4,4,5,4,4,4,3,2,3,3,1,1,2,2,2,2,2,25,-1.4550380915773864,250,-0.73386581713818,2,
5,3,1,제품 A,알반당,무설탕,0.0,2.0,1,4,4,4,4,3,3,5,4,4,4,5,4,3,3,2,5,5,5,4,3,4,2,4,5,5,4,3,5,4,4,5,4,4,4,3,2,3,3,1,1,2,2,2,2,2,25,-1.4550380915773864,250,-0.73386581713818,2,1.0
5,3,2,제품 B,무설탕,무설탕,1.0,3.0,0,4,4,4,4,3,3,5,4,4,4,5,4,3,3,2,5,5,5,4,3,4,2,4,5,5,4,3,5,4,4,5,4,4,4,3,2,3,3,1,1,2,2,2,2,2,25,-1.4550380915773864,250,-0.73386581713818,2,1.0
5,3,3,구매안함,,,,,0,4,4,4,4,3,3,5,4,4,4,5,4,3,3,2,5,5,5,4,3,4,2,4,5,5,4,3,5,4,4,5,4,4,4,3,2,3,3,1,1,2,2,2,2,2,25,-1.4550380915773864,250,-0.73386581713818,2,
5,4,1,제품 A,알반당,알반당,1.0,2.0,0,4,4,4,4,3,3,5,4,4,4,5,4,3,3,2,5,5,5,4,3,4,2,4,5,5,4,3,5,4,4,5,4,4,4,3,2,3,3,1,1,2,2,2,2,2,25,-1.4550380915773864,250,-0.73386581713818,2,0.0
5,4,2,제품 B,무설탕,알반당,0.0,2.5,0,4,4,4,4,3,3,5,4,4,4,5,4,3,3,2,5,5,5,4,3,4,2,4,5,5,4,3,5,4,4,5,4,4,4,3,2,3,3,1,1,2,2,2,2,2,25,-1.4550380915773864,250,-0.73386581713818,2,0.0
5,4,3,구매안함,,,,,1,4,4,4,4,3,3,5,4,4,4,5,4,3,3,2,5,5,5,4,3,4,2,4,5,5,4,3,5,4,4,5,4,4,4,3,2,3,3,1,1,2,2,2,2,2,25,-1.4550380915773864,250,-0.73386581713818,2,
5,5,1,제품 A,알반당,무설탕,0.0,2.5,1,4,4,4,4,3,3,5,4,4,4,5,4,3,3,2,5,5,5,4,3,4,2,4,5,5,4,3,5,4,4,5,4,4,4,3,2,3,3,1,1,2,2,2,2,2,25,-1.4550380915773864,250,-0.73386581713818,2,1.0
5,5,2,제품 B,무설탕,알반당,1.0,3.0,0,4,4,4,4,3,3,5,4,4,4,5,4,3,3,2,5,5,5,4,3,4,2,4,5,5,4,3,5,4,4,5,4,4,4,3,2,3,3,1,1,2,2,2,2,2,25,-1.4550380915773864,250,-0.73386581713818,2,0.0
5,5,3,구매안함,,,,,0,4,4,4,4,3,3,5,4,4,4,5,4,3,3,2,5,5,5,4,3,4,2,4,5,5,4,3,5,4,4,5,4,4,4,3,2,3,3,1,1,2,2,2,2,2,25,-1.4550380915773864,250,-0.73386581713818,2,
5,6,1,제품 A,알반당,알반당,1.0,3.0,0,4,4,4,4,3,3,5,4,4,4,5,4,3,3,2,5,5,5,4,3,4,2,4,5,5,4,3,5,4,4,5,4,4,4,3,2,3,3,1,1,2,2,2,2,2,25,-1.4550380915773864,250,-0.73386581713818,2,0.0
5,6,2,제품 B,무설탕,무설탕,0.0,2.0,1,4,4,4,4,3,3,5,4,4,4,5,4,3,3,2,5,5,5,4,3,4,2,4,5,5,4,3,5,4,4,5,4,4,4,3,2,3,3,1,1,2,2,2,2,2,25,-1.4550380915773864,250,-0.73386581713818,2,1.0
5,6,3,구매안함,,,,,0,4,4,4,4,3,3,5,4,4,4,5,4,3,3,2,5,5,5,4,3,4,2,4,5,5,4,3,5,4,4,5,4,4,4,3,2,3,3,1,1,2,2,2,2,2,25,-1.4550380915773864,250,-0.73386581713818,2,
6,1,1,제품 A,무설탕,무설탕,1.0,2.5,1,5,3,3,3,4,3,4,3,3,4,4,3,4,4,4,4,4,4,3,4,4,2,5,4,4,4,4,4,3,4,2,4,5,5,5,3,3,3,0,4,5,4,1,3,3,55,1.0263440264679309,550,1.5513366007857734,4,1.0
6,1,2,제품 B,알반당,알반당,0.0,2.0,0,5,3,3,3,4,3,4,3,3,4,4,3,4,4,4,4,4,4,3,4,4,2,5,4,4,4,4,4,3,4,2,4,5,5,5,3,3,3,0,4,5,4,1,3,3,55,1.0263440264679309,550,1.5513366007857734,4,0.0
6,1,3,구매안함,,,,,0,5,3,3,3,4,3,4,3,3,4,4,3,4,4,4,4,4,4,3,4,4,2,5,4,4,4,4,4,3,4,2,4,5,5,5,3,3,3,0,4,5,4,1,3,3,55,1.0263440264679309,550,1.5513366007857734,4,
6,2,1,제품 A,알반당,알반당,0.0,3.0,0,5,3,3,3,4,3,4,3,3,4,4,3,4,4,4,4,4,4,3,4,4,2,5,4,4,4,4,4,3,4,2,4,5,5,5,3,3,3,0,4,5,4,1,3,3,55,1.0263440264679309,550,1.5513366007857734,4,0.0
6,2,2,제품 B,무설탕,무설탕,1.0,2.5,1,5,3,3,3,4,3,4,3,3,4,4,3,4,4,4,4,4,4,3,4,4,2,5,4,4,4,4,4,3,4,2,4,5,5,5,3,3,3,0,4,5,4,1,3,3,55,1.0263440264679309,550,1.5513366007857734,4,1.0
6,2,3,구매안함,,,,,0,5,3,3,3,4,3,4,3,3,4,4,3,4,4,4,4,4,4,3,4,4,2,5,4,4,4,4,4,3,4,2,4,5,5,5,3,3,3,0,4,5,4,1,3,3,55,1.0263440264679309,550,1.5513366007857734,4,
6,3,1,제품 A,알반당,무설탕,0.0,2.0,1,5,3,3,3,4,3,4,3,3,4,4,3,4,4,4,4,4,4,3,4,4,2,5,4,4,4,4,4,3,4,2,4,5,5,5,3,3,3,0,4,5,4,1,3,3,55,1.0263440264679309,550,1.5513366007857734,4,1.0
6,3,2,제품 B,무설탕,무설탕,1.0,3.0,0,5,3,3,3,4,3,4,3,3,4,4,3,4,4,4,4,4,4,3,4,4,2,5,4,4,4,4,4,3,4,2,4,5,5,5,3,3,3,0,4,5,4,1,3,3,55,1.0263440264679309,550,1.5513366007857734,4,1.0
6,3,3,구매안함,,,,,0,5,3,3,3,4,3,4,3,3,4,4,3,4,4,4,4,4,4,3,4,4,2,5,4,4,4,4,4,3,4,2,4,5,5,5,3,3,3,0,4,5,4,1,3,3,55,1.0263440264679309,550,1.5513366007857734,4,
6,4,1,제품 A,알반당,알반당,1.0,2.0,1,5,3,3,3,4,3,4,3,3,4,4,3,4,4,4,4,4,4,3,4,4,2,5,4,4,4,4,4,3,4,2,4,5,5,5,3,3,3,0,4,5,4,1,3,3,55,1.0263440264679309,550,1.5513366007857734,4,0.0
6,4,2,제품 B,무설탕,알반당,0.0,2.5,0,5,3,3,3,4,3,4,3,3,4,4,3,4,4,4,4,4,4,3,4,4,2,5,4,4,4,4,4,3,4,2,4,5,5,5,3,3,3,0,4,5,4,1,3,3,55,1.0263440264679309,550,1.5513366007857734,4,0.0
6,4,3,구매안함,,,,,0,5,3,3,3,4,3,4,3,3,4,4,3,4,4,4,4,4,4,3,4,4,2,5,4,4,4,4,4,3,4,2,4,5,5,5,3,3,3,0,4,5,4,1,3,3,55,1.0263440264679309,550,1.5513366007857734,4,
6,5,1,제품 A,알반당,무설탕,0.0,2.5,1,5,3,3,3,4,3,4,3,3,4,4,3,4,4,4,4,4,4,3,4,4,2,5,4,4,4,4,4,3,4,2,4,5,5,5,3,3,3,0,4,5,4,1,3,3,55,1.0263440264679309,550,1.5513366007857734,4,1.0
6,5,2,제품 B,무설탕,알반당,1.0,3.0,0,5,3,3,3,4,3,4,3,3,4,4,3,4,4,4,4,4,4,3,4,4,2,5,4,4,4,4,4,3,4,2,4,5,5,5,3,3,3,0,4,5,4,1,3,3,55,1.0263440264679309,550,1.5513366007857734,4,0.0
6,5,3,구매안함,,,,,0,5,3,3,3,4,3,4,3,3,4,4,3,4,4,4,4,4,4,3,4,4,2,5,4,4,4,4,4,3,4,2,4,5,5,5,3,3,3,0,4,5,4,1,3,3,55,1.0263440264679309,550,1.5513366007857734,4,
6,6,1,제품 A,알반당,알반당,1.0,3.0,0,5,3,3,3,4,3,4,3,3,4,4,3,4,4,4,4,4,4,3,4,4,2,5,4,4,4,4,4,3,4,2,4,5,5,5,3,3,3,0,4,5,4,1,3,3,55,1.0263440264679309,550,1.5513366007857734,4,0.0
6,6,2,제품 B,무설탕,무설탕,0.0,2.0,1,5,3,3,3,4,3,4,3,3,4,4,3,4,4,4,4,4,4,3,4,4,2,5,4,4,4,4,4,3,4,2,4,5,5,5,3,3,3,0,4,5,4,1,3,3,55,1.0263440264679309,550,1.5513366007857734,4,1.0
6,6,3,구매안함,,,,,0,5,3,3,3,4,3,4,3,3,4,4,3,4,4,4,4,4,4,3,4,4,2,5,4,4,4,4,4,3,4,2,4,5,5,5,3,3,3,0,4,5,4,1,3,3,55,1.0263440264679309,550,1.5513366007857734,4,
7,1,1,제품 A,무설탕,무설탕,1.0,2.5,0,3,3,3,3,4,3,2,2,1,1,2,1,5,5,5,1,1,1,3,3,3,3,3,4,3,3,3,3,4,3,3,3,3,3,3,3,3,3,1,3,4,4,1,4,3,45,0.1992166537861584,450,0.789602461477789,4,1.0
7,1,2,제품 B,알반당,알반당,0.0,2.0,1,3,3,3,3,4,3,2,2,1,1,2,1,5,5,5,1,1,1,3,3,3,3,3,4,3,3,3,3,4,3,3,3,3,3,3,3,3,3,1,3,4,4,1,4,3,45,0.1992166537861584,450,0.789602461477789,4,0.0
7,1,3,구매안함,,,,,0,3,3,3,3,4,3,2,2,1,1,2,1,5,5,5,1,1,1,3,3,3,3,3,4,3,3,3,3,4,3,3,3,3,3,3,3,3,3,1,3,4,4,1,4,3,45,0.1992166537861584,450,0.789602461477789,4,
7,2,1,제품 A,알반당,알반당,0.0,3.0,1,3,3,3,3,4,3,2,2,1,1,2,1,5,5,5,1,1,1,3,3,3,3,3,4,3,3,3,3,4,3,3,3,3,3,3,3,3,3,1,3,4,4,1,4,3,45,0.1992166537861584,450,0.789602461477789,4,0.0
7,2,2,제품 B,무설탕,무설탕,1.0,2.5,0,3,3,3,3,4,3,2,2,1,1,2,1,5,5,5,1,1,1,3,3,3,3,3,4,3,3,3,3,4,3,3,3,3,3,3,3,3,3,1,3,4,4,1,4,3,45,0.1992166537861584,450,0.789602461477789,4,1.0
7,2,3,구매안함,,,,,0,3,3,3,3,4,3,2,2,1,1,2,1,5,5,5,1,1,1,3,3,3,3,3,4,3,3,3,3,4,3,3,3,3,3,3,3,3,3,1,3,4,4,1,4,3,45,0.1992166537861584,450,0.789602461477789,4,
7,3,1,제품 A,알반당,무설탕,0.0,2.0,1,3,3,3,3,4,3,2,2,1,1,2,1,5,5,5,1,1,1,3,3,3,3,3,4,3,3,3,3,4,3,3,3,3,3,3,3,3,3,1,3,4,4,1,4,3,45,0.1992166537861584,450,0.789602461477789,4,1.0
7,3,2,제품 B,무설탕,무설탕,1.0,3.0,0,3,3,3,3,4,3,2,2,1,1,2,1,5,5,5,1,1,1,3,3,3,3,3,4,3,3,3,3,4,3,3,3,3,3,3,3,3,3,1,3,4,4,1,4,3,45,0.1992166537861584,450,0.789602461477789,4,1.0
7,3,3,구매안함,,,,,0,3,3,3,3,4,3,2,2,1,1,2,1,5,5,5,1,1,1,3,3,3,3,3,4,3,3,3,3,4,3,3,3,3,3,3,3,3,3,1,3,4,4,1,4,3,45,0.1992166537861584,450,0.789602461477789,4,
7,4,1,제품 A,알반당,알반당,1.0,2.0,1,3,3,3,3,4,3,2,2,1,1,2,1,5,5,5,1,1,1,3,3,3,3,3,4,3,3,3,3,4,3,3,3,3,3,3,3,3,3,1,3,4,4,1,4,3,45,0.1992166537861584,450,0.789602461477789,4,0.0
7,4,2,제품 B,무설탕,알반당,0.0,2.5,0,3,3,3,3,4,3,2,2,1,1,2,1,5,5,5,1,1,1,3,3,3,3,3,4,3,3,3,3,4,3,3,3,3,3,3,3,3,3,1,3,4,4,1,4,3,45,0.1992166537861584,450,0.789602461477789,4,0.0
7,4,3,구매안함,,,,,0,3,3,3,3,4,3,2,2,1,1,2,1,5,5,5,1,1,1,3,3,3,3,3,4,3,3,3,3,4,3,3,3,3,3,3,3,3,3,1,3,4,4,1,4,3,45,0.1992166537861584,450,0.789602461477789,4,
7,5,1,제품 A,알반당,무설탕,0.0,2.5,1,3,3,3,3,4,3,2,2,1,1,2,1,5,5,5,1,1,1,3,3,3,3,3,4,3,3,3,3,4,3,3,3,3,3,3,3,3,3,1,3,4,4,1,4,3,45,0.1992166537861584,450,0.789602461477789,4,1.0
7,5,2,제품 B,무설탕,알반당,1.0,3.0,0,3,3,3,3,4,3,2,2,1,1,2,1,5,5,5,1,1,1,3,3,3,3,3,4,3,3,3,3,4,3,3,3,3,3,3,3,3,3,1,3,4,4,1,4,3,45,0.1992166537861584,450,0.789602461477789,4,0.0
7,5,3,구매안함,,,,,0,3,3,3,3,4,3,2,2,1,1,2,1,5,5,5,1,1,1,3,3,3,3,3,4,3,3,3,3,4,3,3,3,3,3,3,3,3,3,1,3,4,4,1,4,3,45,0.1992166537861584,450,0.789602461477789,4,
7,6,1,제품 A,알반당,알반당,1.0,3.0,0,3,3,3,3,4,3,2,2,1,1,2,1,5,5,5,1,1,1,3,3,3,3,3,4,3,3,3,3,4,3,3,3,3,3,3,3,3,3,1,3,4,4,1,4,3,45,0.1992166537861584,450,0.789602461477789,4,0.0
7,6,2,제품 B,무설탕,무설탕,0.0,2.0,1,3,3,3,3,4,3,2,2,1,1,2,1,5,5,5,1,1,1,3,3,3,3,3,4,3,3,3,3,4,3,3,3,3,3,3,3,3,3,1,3,4,4,1,4,3,45,0.1992166537861584,450,0.789602461477789,4,1.0
7,6,3,구매안함,,,,,0,3,3,3,3,4,3,2,2,1,1,2,1,5,5,5,1,1,1,3,3,3,3,3,4,3,3,3,3,4,3,3,3,3,3,3,3,3,3,1,3,4,4,1,4,3,45,0.1992166537861584,450,0.789602461477789,4,
8,1,1,제품 A,무설탕,무설탕,1.0,2.5,1,4,3,4,3,4,3,4,3,3,3,4,3,4,3,3,3,3,4,4,4,4,3,4,4,4,3,4,4,3,4,4,4,4,4,3,3,4,3,1,2,2,4,1,3,3,35,-0.627910718895614,250,-0.73386581713818,4,1.0
8,1,2,제품 B,알반당,알반당,0.0,2.0,0,4,3,4,3,4,3,4,3,3,3,4,3,4,3,3,3,3,4,4,4,4,3,4,4,4,3,4,4,3,4,4,4,4,4,3,3,4,3,1,2,2,4,1,3,3,35,-0.627910718895614,250,-0.73386581713818,4,0.0
8,1,3,구매안함,,,,,0,4,3,4,3,4,3,4,3,3,3,4,3,4,3,3,3,3,4,4,4,4,3,4,4,4,3,4,4,3,4,4,4,4,4,3,3,4,3,1,2,2,4,1,3,3,35,-0.627910718895614,250,-0.73386581713818,4,
8,2,1,제품 A,알반당,알반당,0.0,3.0,0,4,3,4,3,4,3,4,3,3,3,4,3,4,3,3,3,3,4,4,4,4,3,4,4,4,3,4,4,3,4,4,4,4,4,3,3,4,3,1,2,2,4,1,3,3,35,-0.627910718895614,250,-0.73386581713818,4,0.0
