respondent_id,question_id,chosen_sugar_type,chosen_health_label,chosen_price,chose_sugar_free,chose_health_label,choice_value,sugar_free,health_label,price,price_normalized,sugar_health_interaction,sugar_price_interaction,health_price_interaction,perceived_benefit_score,benefit_direct_utility,benefit_sugar_interaction,benefit_label_interaction,benefit_price_interaction,nutrition_knowledge_score,knowledge_direct_utility,knowledge_sugar_interaction,knowledge_label_interaction,knowledge_price_interaction,knowledge_level,perceived_price_score,price_perception_direct_utility,price_perception_actual_interaction,price_perception_sugar_interaction,price_perception_label_interaction,price_sensitivity_level
10,q24,일반당,건강라벨 있음,2000,0,1,1,0,1,2000,-1.0432895704929424,0,-0.0,-1.0432895704929424,2.5,2.5,0.0,2.5,-2.608223926232356,3.35,3.35,0.0,3.35,-3.495020061151357,,4.0,4.0,-4.173158281971769,0.0,4.0,
10,q25,일반당,건강라벨 있음,3000,0,1,2,0,1,3000,1.730652495653395,0,0.0,1.730652495653395,2.5,2.5,0.0,2.5,4.326631239133488,3.35,3.35,0.0,3.35,5.7976858604388735,,4.0,4.0,6.92260998261358,0.0,4.0,
10,q26,무설탕,건강라벨 없음,2000,1,0,2,1,0,2000,-1.0432895704929424,0,-1.0432895704929424,-0.0,2.5,2.5,2.5,0.0,-2.608223926232356,3.35,3.35,3.35,0.0,-3.495020061151357,,4.0,4.0,-4.173158281971769,4.0,0.0,
11,q21,무설탕,건강라벨 있음,2500,1,1,1,1,1,2500,0.34368146258022636,1,0.34368146258022636,0.34368146258022636,3.5,3.5,3.5,3.5,1.2028851190307923,3.55,3.55,3.55,3.55,1.2200691921598035,,4.333333333333333,4.333333333333333,1.4892863378476475,4.333333333333333,4.333333333333333,
11,q22,무설탕,건강라벨 있음,2500,1,1,2,1,1,2500,0.34368146258022636,1,0.34368146258022636,0.34368146258022636,3.5,3.5,3.5,3.5,1.2028851190307923,3.55,3.55,3.55,3.55,1.2200691921598035,,4.333333333333333,4.333333333333333,1.4892863378476475,4.333333333333333,4.333333333333333,
11,q23,무설탕,건강라벨 있음,3000,1,1,2,1,1,3000,1.730652495653395,1,1.730652495653395,1.730652495653395,3.5,3.5,3.5,3.5,6.057283734786883,3.55,3.55,3.55,3.55,6.143816359569552,,4.333333333333333,4.333333333333333,7.499494147831379,4.333333333333333,4.333333333333333,
11,q24,일반당,건강라벨 있음,2000,0,1,1,0,1,2000,-1.0432895704929424,0,-0.0,-1.0432895704929424,3.5,3.5,0.0,3.5,-3.6515134967252982,3.55,3.55,0.0,3.55,-3.703677975249945,,4.333333333333333,4.333333333333333,-4.5209214721360835,0.0,4.333333333333333,
11,q25,무설탕,건강라벨 없음,2500,1,0,1,1,0,2500,0.34368146258022636,0,0.34368146258022636,0.0,3.5,3.5,3.5,0.0,1.2028851190307923,3.55,3.55,3.55,0.0,1.2200691921598035,,4.333333333333333,4.333333333333333,1.4892863378476475,4.333333333333333,0.0,
11,q26,일반당,건강라벨 있음,3000,0,1,1,0,1,3000,1.730652495653395,0,0.0,1.730652495653395,3.5,3.5,0.0,3.5,6.057283734786883,3.55,3.55,0.0,3.55,6.143816359569552,,4.333333333333333,4.333333333333333,7.499494147831379,0.0,4.333333333333333,
12,q21,무설탕,건강라벨 있음,2500,1,1,1,1,1,2500,0.34368146258022636,1,0.34368146258022636,0.34368146258022636,2.5,2.5,2.5,2.5,0.8592036564505658,3.3,3.3,3.3,3.3,1.134148826514747,,3.0,3.0,1.0310443877406792,3.0,3.0,
12,q22,무설탕,건강라벨 있음,2500,1,1,2,1,1,2500,0.34368146258022636,1,0.34368146258022636,0.34368146258022636,2.5,2.5,2.5,2.5,0.8592036564505658,3.3,3.3,3.3,3.3,1.134148826514747,,3.0,3.0,1.0310443877406792,3.0,3.0,
12,q23,무설탕,건강라벨 있음,3000,1,1,2,1,1,3000,1.730652495653395,1,1.730652495653395,1.730652495653395,2.5,2.5,2.5,2.5,4.326631239133488,3.3,3.3,3.3,3.3,5.711153235656203,,3.0,3.0,5.191957486960185,3.0,3.0,
12,q24,일반당,건강라벨 있음,2000,0,1,1,0,1,2000,-1.0432895704929424,0,-0.0,-1.0432895704929424,2.5,2.5,0.0,2.5,-2.608223926232356,3.3,3.3,0.0,3.3,-3.4428555826267098,,3.0,3.0,-3.129868711478827,0.0,3.0,
12,q25,일반당,건강라벨 있음,3000,0,1,2,0,1,3000,1.730652495653395,0,0.0,1.730652495653395,2.5,2.5,0.0,2.5,4.326631239133488,3.3,3.3,0.0,3.3,5.711153235656203,,3.0,3.0,5.191957486960185,0.0,3.0,
12,q26,일반당,건강라벨 있음,3000,0,1,1,0,1,3000,1.730652495653395,0,0.0,1.730652495653395,2.5,2.5,0.0,2.5,4.326631239133488,3.3,3.3,0.0,3.3,5.711153235656203,,3.0,3.0,5.191957486960185,0.0,3.0,
13,q21,무설탕,건강라벨 있음,2500,1,1,1,1,1,2500,0.34368146258022636,1,0.34368146258022636,0.34368146258022636,3.5,3.5,3.5,3.5,1.2028851190307923,3.55,3.55,3.55,3.55,1.2200691921598035,,4.0,4.0,1.3747258503209054,4.0,4.0,
13,q22,무설탕,건강라벨 있음,2500,1,1,2,1,1,2500,0.34368146258022636,1,0.34368146258022636,0.34368146258022636,3.5,3.5,3.5,3.5,1.2028851190307923,3.55,3.55,3.55,3.55,1.2200691921598035,,4.0,4.0,1.3747258503209054,4.0,4.0,
13,q23,무설탕,건강라벨 없음,2000,1,0,1,1,0,2000,-1.0432895704929424,0,-1.0432895704929424,-0.0,3.5,3.5,3.5,0.0,-3.6515134967252982,3.55,3.55,3.55,0.0,-3.703677975249945,,4.0,4.0,-4.173158281971769,4.0,0.0,
13,q24,일반당,건강라벨 있음,2000,0,1,1,0,1,2000,-1.0432895704929424,0,-0.0,-1.0432895704929424,3.5,3.5,0.0,3.5,-3.6515134967252982,3.55,3.55,0.0,3.55,-3.703677975249945,,4.0,4.0,-4.173158281971769,0.0,4.0,
13,q25,무설탕,건강라벨 없음,2500,1,0,1,1,0,2500,0.34368146258022636,0,0.34368146258022636,0.0,3.5,3.5,3.5,0.0,1.2028851190307923,3.55,3.55,3.55,0.0,1.2200691921598035,,4.0,4.0,1.3747258503209054,4.0,0.0,
13,q26,무설탕,건강라벨 없음,2000,1,0,2,1,0,2000,-1.0432895704929424,0,-1.0432895704929424,-0.0,3.5,3.5,3.5,0.0,-3.6515134967252982,3.55,3.55,3.55,0.0,-3.703677975249945,,4.0,4.0,-4.173158281971769,4.0,0.0,
14,q21,무설탕,건강라벨 있음,2500,1,1,1,1,1,2500,0.34368146258022636,1,0.34368146258022636,0.34368146258022636,3.5,3.5,3.5,3.5,1.2028851190307923,3.9,3.9,3.9,3.9,1.3403577040628827,,4.0,4.0,1.3747258503209054,4.0,4.0,
14,q22,무설탕,건강라벨 있음,2500,1,1,2,1,1,2500,0.34368146258022636,1,0.34368146258022636,0.34368146258022636,3.5,3.5,3.5,3.5,1.2028851190307923,3.9,3.9,3.9,3.9,1.3403577040628827,,4.0,4.0,1.3747258503209054,4.0,4.0,
14,q23,무설탕,건강라벨 있음,3000,1,1,2,1,1,3000,1.730652495653395,1,1.730652495653395,1.730652495653395,3.5,3.5,3.5,3.5,6.057283734786883,3.9,3.9,3.9,3.9,6.749544733048241,,4.0,4.0,6.92260998261358,4.0,4.0,
14,q24,일반당,건강라벨 있음,2000,0,1,1,0,1,2000,-1.0432895704929424,0,-0.0,-1.0432895704929424,3.5,3.5,0.0,3.5,-3.6515134967252982,3.9,3.9,0.0,3.9,-4.068829324922475,,4.0,4.0,-4.173158281971769,0.0,4.0,
14,q25,일반당,건강라벨 있음,3000,0,1,2,0,1,3000,1.730652495653395,0,0.0,1.730652495653395,3.5,3.5,0.0,3.5,6.057283734786883,3.9,3.9,0.0,3.9,6.749544733048241,,4.0,4.0,6.92260998261358,0.0,4.0,
14,q26,일반당,건강라벨 있음,3000,0,1,1,0,1,3000,1.730652495653395,0,0.0,1.730652495653395,3.5,3.5,0.0,3.5,6.057283734786883,3.9,3.9,0.0,3.9,6.749544733048241,,4.0,4.0,6.92260998261358,0.0,4.0,
15,q21,무설탕,건강라벨 있음,2500,1,1,1,1,1,2500,0.34368146258022636,1,0.34368146258022636,0.34368146258022636,4.5,4.5,4.5,4.5,1.5465665816110186,3.95,3.95,3.95,3.95,1.3575417771918943,,4.666666666666667,4.666666666666667,1.6038468253743898,4.666666666666667,4.666666666666667,
15,q22,무설탕,건강라벨 있음,2500,1,1,2,1,1,2500,0.34368146258022636,1,0.34368146258022636,0.34368146258022636,4.5,4.5,4.5,4.5,1.5465665816110186,3.95,3.95,3.95,3.95,1.3575417771918943,,4.666666666666667,4.666666666666667,1.6038468253743898,4.666666666666667,4.666666666666667,
15,q23,무설탕,건강라벨 있음,3000,1,1,2,1,1,3000,1.730652495653395,1,1.730652495653395,1.730652495653395,4.5,4.5,4.5,4.5,7.787936230440278,3.95,3.95,3.95,3.95,6.836077357830911,,4.666666666666667,4.666666666666667,8.076378313049178,4.666666666666667,4.666666666666667,
15,q24,일반당,건강라벨 있음,2000,0,1,1,0,1,2000,-1.0432895704929424,0,-0.0,-1.0432895704929424,4.5,4.5,0.0,4.5,-4.69480306721824,3.95,3.95,0.0,3.95,-4.1209938034471225,,4.666666666666667,4.666666666666667,-4.868684662300398,0.0,4.666666666666667,
15,q25,무설탕,건강라벨 없음,2500,1,0,1,1,0,2500,0.34368146258022636,0,0.34368146258022636,0.0,4.5,4.5,4.5,0.0,1.5465665816110186,3.95,3.95,3.95,0.0,1.3575417771918943,,4.666666666666667,4.666666666666667,1.6038468253743898,4.666666666666667,0.0,
15,q26,무설탕,건강라벨 없음,2000,1,0,2,1,0,2000,-1.0432895704929424,0,-1.0432895704929424,-0.0,4.5,4.5,4.5,0.0,-4.69480306721824,3.95,3.95,3.95,0.0,-4.1209938034471225,,4.666666666666667,4.666666666666667,-4.868684662300398,4.666666666666667,0.0,
16,q21,무설탕,건강라벨 있음,2500,1,1,1,1,1,2500,0.34368146258022636,1,0.34368146258022636,0.34368146258022636,2.5,2.5,2.5,2.5,0.8592036564505658,3.55,3.55,3.55,3.55,1.2200691921598035,,4.0,4.0,1.3747258503209054,4.0,4.0,
16,q22,무설탕,건강라벨 있음,2500,1,1,2,1,1,2500,0.34368146258022636,1,0.34368146258022636,0.34368146258022636,2.5,2.5,2.5,2.5,0.8592036564505658,3.55,3.55,3.55,3.55,1.2200691921598035,,4.0,4.0,1.3747258503209054,4.0,4.0,
16,q23,무설탕,건강라벨 없음,2000,1,0,1,1,0,2000,-1.0432895704929424,0,-1.0432895704929424,-0.0,2.5,2.5,2.5,0.0,-2.608223926232356,3.55,3.55,3.55,0.0,-3.703677975249945,,4.0,4.0,-4.173158281971769,4.0,0.0,
16,q25,일반당,건강라벨 있음,3000,0,1,2,0,1,3000,1.730652495653395,0,0.0,1.730652495653395,2.5,2.5,0.0,2.5,4.326631239133488,3.55,3.55,0.0,3.55,6.143816359569552,,4.0,4.0,6.92260998261358,0.0,4.0,
16,q26,무설탕,건강라벨 없음,2000,1,0,2,1,0,2000,-1.0432895704929424,0,-1.0432895704929424,-0.0,2.5,2.5,2.5,0.0,-2.608223926232356,3.55,3.55,3.55,0.0,-3.703677975249945,,4.0,4.0,-4.173158281971769,4.0,0.0,
17,q21,일반당,건강라벨 없음,2000,0,0,2,0,0,2000,-1.0432895704929424,0,-0.0,-0.0,2.6666666666666665,2.6666666666666665,0.0,0.0,-2.782105521314513,3.45,3.45,0.0,0.0,-3.5993490182006513,,3.6666666666666665,3.6666666666666665,-3.8253950918074553,0.0,0.0,
17,q22,일반당,건강라벨 없음,3000,0,0,1,0,0,3000,1.730652495653395,0,0.0,0.0,2.6666666666666665,2.6666666666666665,0.0,0.0,4.615073321742386,3.45,3.45,0.0,0.0,5.970751110004214,,3.6666666666666665,3.6666666666666665,6.345725817395782,0.0,0.0,
17,q23,무설탕,건강라벨 없음,2000,1,0,1,1,0,2000,-1.0432895704929424,0,-1.0432895704929424,-0.0,2.6666666666666665,2.6666666666666665,2.6666666666666665,0.0,-2.782105521314513,3.45,3.45,3.45,0.0,-3.5993490182006513,,3.6666666666666665,3.6666666666666665,-3.8253950918074553,3.6666666666666665,0.0,
17,q24,일반당,건강라벨 있음,2000,0,1,1,0,1,2000,-1.0432895704929424,0,-0.0,-1.0432895704929424,2.6666666666666665,2.6666666666666665,0.0,2.6666666666666665,-2.782105521314513,3.45,3.45,0.0,3.45,-3.5993490182006513,,3.6666666666666665,3.6666666666666665,-3.8253950918074553,0.0,3.6666666666666665,
17,q25,무설탕,건강라벨 없음,2500,1,0,1,1,0,2500,0.34368146258022636,0,0.34368146258022636,0.0,2.6666666666666665,2.6666666666666665,2.6666666666666665,0.0,0.9164839002139369,3.45,3.45,3.45,0.0,1.185701045901781,,3.6666666666666665,3.6666666666666665,1.2601653627941634,3.6666666666666665,0.0,
17,q26,무설탕,건강라벨 없음,2000,1,0,2,1,0,2000,-1.0432895704929424,0,-1.0432895704929424,-0.0,2.6666666666666665,2.6666666666666665,2.6666666666666665,0.0,-2.782105521314513,3.45,3.45,3.45,0.0,-3.5993490182006513,,3.6666666666666665,3.6666666666666665,-3.8253950918074553,3.6666666666666665,0.0,
18,q21,무설탕,건강라벨 있음,2500,1,1,1,1,1,2500,0.34368146258022636,1,0.34368146258022636,0.34368146258022636,4.833333333333333,4.833333333333333,4.833333333333333,4.833333333333333,1.6611270691377606,4.0,4.0,4.0,4.0,1.3747258503209054,,4.0,4.0,1.3747258503209054,4.0,4.0,
18,q22,무설탕,건강라벨 있음,2500,1,1,2,1,1,2500,0.34368146258022636,1,0.34368146258022636,0.34368146258022636,4.833333333333333,4.833333333333333,4.833333333333333,4.833333333333333,1.6611270691377606,4.0,4.0,4.0,4.0,1.3747258503209054,,4.0,4.0,1.3747258503209054,4.0,4.0,
18,q23,무설탕,건강라벨 없음,2000,1,0,1,1,0,2000,-1.0432895704929424,0,-1.0432895704929424,-0.0,4.833333333333333,4.833333333333333,4.833333333333333,0.0,-5.042566257382554,4.0,4.0,4.0,0.0,-4.173158281971769,,4.0,4.0,-4.173158281971769,4.0,0.0,
18,q24,일반당,건강라벨 있음,2000,0,1,1,0,1,2000,-1.0432895704929424,0,-0.0,-1.0432895704929424,4.833333333333333,4.833333333333333,0.0,4.833333333333333,-5.042566257382554,4.0,4.0,0.0,4.0,-4.173158281971769,,4.0,4.0,-4.173158281971769,0.0,4.0,
18,q25,무설탕,건강라벨 없음,2500,1,0,1,1,0,2500,0.34368146258022636,0,0.34368146258022636,0.0,4.833333333333333,4.833333333333333,4.833333333333333,0.0,1.6611270691377606,4.0,4.0,4.0,0.0,1.3747258503209054,,4.0,4.0,1.3747258503209054,4.0,0.0,
18,q26,무설탕,건강라벨 없음,2000,1,0,2,1,0,2000,-1.0432895704929424,0,-1.0432895704929424,-0.0,4.833333333333333,4.833333333333333,4.833333333333333,0.0,-5.042566257382554,4.0,4.0,4.0,0.0,-4.173158281971769,,4.0,4.0,-4.173158281971769,4.0,0.0,
19,q21,무설탕,건강라벨 있음,2500,1,1,1,1,1,2500,0.34368146258022636,1,0.34368146258022636,0.34368146258022636,3.8333333333333335,3.8333333333333335,3.8333333333333335,3.8333333333333335,1.3174456065575344,2.5,2.5,2.5,2.5,0.8592036564505658,,3.3333333333333335,3.3333333333333335,1.1456048752674213,3.3333333333333335,3.3333333333333335,
19,q22,무설탕,건강라벨 있음,2500,1,1,2,1,1,2500,0.34368146258022636,1,0.34368146258022636,0.34368146258022636,3.8333333333333335,3.8333333333333335,3.8333333333333335,3.8333333333333335,1.3174456065575344,2.5,2.5,2.5,2.5,0.8592036564505658,,3.3333333333333335,3.3333333333333335,1.1456048752674213,3.3333333333333335,3.3333333333333335,
19,q23,무설탕,건강라벨 없음,2000,1,0,1,1,0,2000,-1.0432895704929424,0,-1.0432895704929424,-0.0,3.8333333333333335,3.8333333333333335,3.8333333333333335,0.0,-3.9992766868896124,2.5,2.5,2.5,0.0,-2.608223926232356,,3.3333333333333335,3.3333333333333335,-3.477631901643141,3.3333333333333335,0.0,
19,q24,일반당,건강라벨 있음,2000,0,1,1,0,1,2000,-1.0432895704929424,0,-0.0,-1.0432895704929424,3.8333333333333335,3.8333333333333335,0.0,3.8333333333333335,-3.9992766868896124,2.5,2.5,0.0,2.5,-2.608223926232356,,3.3333333333333335,3.3333333333333335,-3.477631901643141,0.0,3.3333333333333335,
19,q25,무설탕,건강라벨 없음,2500,1,0,1,1,0,2500,0.34368146258022636,0,0.34368146258022636,0.0,3.8333333333333335,3.8333333333333335,3.8333333333333335,0.0,1.3174456065575344,2.5,2.5,2.5,0.0,0.8592036564505658,,3.3333333333333335,3.3333333333333335,1.1456048752674213,3.3333333333333335,0.0,
19,q26,무설탕,건강라벨 없음,2000,1,0,2,1,0,2000,-1.0432895704929424,0,-1.0432895704929424,-0.0,3.8333333333333335,3.8333333333333335,3.8333333333333335,0.0,-3.9992766868896124,2.5,2.5,2.5,0.0,-2.608223926232356,,3.3333333333333335,3.3333333333333335,-3.477631901643141,3.3333333333333335,0.0,
20,q21,무설탕,건강라벨 있음,2500,1,1,1,1,1,2500,0.34368146258022636,1,0.34368146258022636,0.34368146258022636,3.3333333333333335,3.3333333333333335,3.3333333333333335,3.3333333333333335,1.1456048752674213,3.5,3.5,3.5,3.5,1.2028851190307923,,4.0,4.0,1.3747258503209054,4.0,4.0,
