respondent_id,choice_set,alternative,alternative_name,product_type,sugar_content,health_label,price,choice
5,6,1,제품 A,알반당,알반당,1.0,3000.0,0
5,6,2,제품 B,무설탕,무설탕,0.0,2000.0,1
5,6,3,구매안함,,,,,0
6,1,1,제품 A,알반당,알반당,1.0,2500.0,1
6,1,2,제품 B,무설탕,무설탕,0.0,2000.0,0
6,1,3,구매안함,,,,,0
6,2,1,제품 A,알반당,알반당,0.0,3000.0,0
6,2,2,제품 B,무설탕,무설탕,1.0,2500.0,1
6,2,3,구매안함,,,,,0
6,3,1,제품 A,알반당,무설탕,0.0,2000.0,1
6,3,2,제품 B,무설탕,무설탕,1.0,3000.0,0
6,3,3,구매안함,,,,,0
6,4,1,제품 A,알반당,알반당,1.0,2000.0,1
6,4,2,제품 B,무설탕,알반당,0.0,2500.0,0
6,4,3,구매안함,,,,,0
6,5,1,제품 A,알반당,무설탕,0.0,2500.0,1
6,5,2,제품 B,무설탕,알반당,1.0,3000.0,0
6,5,3,구매안함,,,,,0
6,6,1,제품 A,알반당,알반당,1.0,3000.0,0
6,6,2,제품 B,무설탕,무설탕,0.0,2000.0,1
6,6,3,구매안함,,,,,0
7,1,1,제품 A,알반당,알반당,1.0,2500.0,0
7,1,2,제품 B,무설탕,무설탕,0.0,2000.0,1
7,1,3,구매안함,,,,,0
7,2,1,제품 A,알반당,알반당,0.0,3000.0,1
7,2,2,제품 B,무설탕,무설탕,1.0,2500.0,0
7,2,3,구매안함,,,,,0
7,3,1,제품 A,알반당,무설탕,0.0,2000.0,1
7,3,2,제품 B,무설탕,무설탕,1.0,3000.0,0
7,3,3,구매안함,,,,,0
7,4,1,제품 A,알반당,알반당,1.0,2000.0,1
7,4,2,제품 B,무설탕,알반당,0.0,2500.0,0
7,4,3,구매안함,,,,,0
7,5,1,제품 A,알반당,무설탕,0.0,2500.0,1
7,5,2,제품 B,무설탕,알반당,1.0,3000.0,0
7,5,3,구매안함,,,,,0
7,6,1,제품 A,알반당,알반당,1.0,3000.0,0
7,6,2,제품 B,무설탕,무설탕,0.0,2000.0,1
7,6,3,구매안함,,,,,0
8,1,1,제품 A,알반당,알반당,1.0,2500.0,1
8,1,2,제품 B,무설탕,무설탕,0.0,2000.0,0
8,1,3,구매안함,,,,,0
8,2,1,제품 A,알반당,알반당,0.0,3000.0,0
8,2,2,제품 B,무설탕,무설탕,1.0,2500.0,1
8,2,3,구매안함,,,,,0
8,3,1,제품 A,알반당,무설탕,0.0,2000.0,0
8,3,2,제품 B,무설탕,무설탕,1.0,3000.0,1
8,3,3,구매안함,,,,,0
8,4,1,제품 A,알반당,알반당,1.0,2000.0,1
8,4,2,제품 B,무설탕,알반당,0.0,2500.0,0
8,4,3,구매안함,,,,,0
8,5,1,제품 A,알반당,무설탕,0.0,2500.0,0
8,5,2,제품 B,무설탕,알반당,1.0,3000.0,1
8,5,3,구매안함,,,,,0
8,6,1,제품 A,알반당,알반당,1.0,3000.0,1
8,6,2,제품 B,무설탕,무설탕,0.0,2000.0,0
8,6,3,구매안함,,,,,0
9,1,1,제품 A,알반당,알반당,1.0,2500.0,1
9,1,2,제품 B,무설탕,무설탕,0.0,2000.0,0
9,1,3,구매안함,,,,,0
9,2,1,제품 A,알반당,알반당,0.0,3000.0,0
9,2,2,제품 B,무설탕,무설탕,1.0,2500.0,1
9,2,3,구매안함,,,,,0
9,3,1,제품 A,알반당,무설탕,0.0,2000.0,0
9,3,2,제품 B,무설탕,무설탕,1.0,3000.0,1
9,3,3,구매안함,,,,,0
9,4,1,제품 A,알반당,알반당,1.0,2000.0,0
9,4,2,제품 B,무설탕,알반당,0.0,2500.0,1
9,4,3,구매안함,,,,,0
9,5,1,제품 A,알반당,무설탕,0.0,2500.0,1
9,5,2,제품 B,무설탕,알반당,1.0,3000.0,0
9,5,3,구매안함,,,,,0
9,6,1,제품 A,알반당,알반당,1.0,3000.0,0
9,6,2,제품 B,무설탕,무설탕,0.0,2000.0,1
9,6,3,구매안함,,,,,0
10,1,1,제품 A,알반당,알반당,1.0,2500.0,0
10,1,2,제품 B,무설탕,무설탕,0.0,2000.0,1
10,1,3,구매안함,,,,,0
10,2,1,제품 A,알반당,알반당,0.0,3000.0,0
10,2,2,제품 B,무설탕,무설탕,1.0,2500.0,1
10,2,3,구매안함,,,,,0
10,3,1,제품 A,알반당,무설탕,0.0,2000.0,1
10,3,2,제품 B,무설탕,무설탕,1.0,3000.0,0
10,3,3,구매안함,,,,,0
10,4,1,제품 A,알반당,알반당,1.0,2000.0,1
10,4,2,제품 B,무설탕,알반당,0.0,2500.0,0
10,4,3,구매안함,,,,,0
10,5,1,제품 A,알반당,무설탕,0.0,2500.0,0
10,5,2,제품 B,무설탕,알반당,1.0,3000.0,1
10,5,3,구매안함,,,,,0
10,6,1,제품 A,알반당,알반당,1.0,3000.0,0
10,6,2,제품 B,무설탕,무설탕,0.0,2000.0,1
10,6,3,구매안함,,,,,0
11,1,1,제품 A,알반당,알반당,1.0,2500.0,1
11,1,2,제품 B,무설탕,무설탕,0.0,2000.0,0
11,1,3,구매안함,,,,,0
11,2,1,제품 A,알반당,알반당,0.0,3000.0,0
11,2,2,제품 B,무설탕,무설탕,1.0,2500.0,1
11,2,3,구매안함,,,,,0
11,3,1,제품 A,알반당,무설탕,0.0,2000.0,0
11,3,2,제품 B,무설탕,무설탕,1.0,3000.0,1
11,3,3,구매안함,,,,,0
11,4,1,제품 A,알반당,알반당,1.0,2000.0,1
11,4,2,제품 B,무설탕,알반당,0.0,2500.0,0
11,4,3,구매안함,,,,,0
11,5,1,제품 A,알반당,무설탕,0.0,2500.0,1
11,5,2,제품 B,무설탕,알반당,1.0,3000.0,0
11,5,3,구매안함,,,,,0
11,6,1,제품 A,알반당,알반당,1.0,3000.0,1
11,6,2,제품 B,무설탕,무설탕,0.0,2000.0,0
11,6,3,구매안함,,,,,0
12,1,1,제품 A,알반당,알반당,1.0,2500.0,1
12,1,2,제품 B,무설탕,무설탕,0.0,2000.0,0
12,1,3,구매안함,,,,,0
12,2,1,제품 A,알반당,알반당,0.0,3000.0,0
12,2,2,제품 B,무설탕,무설탕,1.0,2500.0,1
12,2,3,구매안함,,,,,0
12,3,1,제품 A,알반당,무설탕,0.0,2000.0,0
12,3,2,제품 B,무설탕,무설탕,1.0,3000.0,1
12,3,3,구매안함,,,,,0
12,4,1,제품 A,알반당,알반당,1.0,2000.0,1
12,4,2,제품 B,무설탕,알반당,0.0,2500.0,0
12,4,3,구매안함,,,,,0
12,5,1,제품 A,알반당,무설탕,0.0,2500.0,0
12,5,2,제품 B,무설탕,알반당,1.0,3000.0,1
12,5,3,구매안함,,,,,0
12,6,1,제품 A,알반당,알반당,1.0,3000.0,1
12,6,2,제품 B,무설탕,무설탕,0.0,2000.0,0
12,6,3,구매안함,,,,,0
13,1,1,제품 A,알반당,알반당,1.0,2500.0,1
13,1,2,제품 B,무설탕,무설탕,0.0,2000.0,0
13,1,3,구매안함,,,,,0
13,2,1,제품 A,알반당,알반당,0.0,3000.0,0
13,2,2,제품 B,무설탕,무설탕,1.0,2500.0,1
13,2,3,구매안함,,,,,0
13,3,1,제품 A,알반당,무설탕,0.0,2000.0,1
13,3,2,제품 B,무설탕,무설탕,1.0,3000.0,0
13,3,3,구매안함,,,,,0
13,4,1,제품 A,알반당,알반당,1.0,2000.0,1
13,4,2,제품 B,무설탕,알반당,0.0,2500.0,0
13,4,3,구매안함,,,,,0
13,5,1,제품 A,알반당,무설탕,0.0,2500.0,1
13,5,2,제품 B,무설탕,알반당,1.0,3000.0,0
13,5,3,구매안함,,,,,0
13,6,1,제품 A,알반당,알반당,1.0,3000.0,0
13,6,2,제품 B,무설탕,무설탕,0.0,2000.0,1
13,6,3,구매안함,,,,,0
14,1,1,제품 A,알반당,알반당,1.0,2500.0,1
14,1,2,제품 B,무설탕,무설탕,0.0,2000.0,0
14,1,3,구매안함,,,,,0
14,2,1,제품 A,알반당,알반당,0.0,3000.0,0
14,2,2,제품 B,무설탕,무설탕,1.0,2500.0,1
14,2,3,구매안함,,,,,0
14,3,1,제품 A,알반당,무설탕,0.0,2000.0,0
14,3,2,제품 B,무설탕,무설탕,1.0,3000.0,1
14,3,3,구매안함,,,,,0
14,4,1,제품 A,알반당,알반당,1.0,2000.0,1
14,4,2,제품 B,무설탕,알반당,0.0,2500.0,0
14,4,3,구매안함,,,,,0
14,5,1,제품 A,알반당,무설탕,0.0,2500.0,0
14,5,2,제품 B,무설탕,알반당,1.0,3000.0,1
14,5,3,구매안함,,,,,0
14,6,1,제품 A,알반당,알반당,1.0,3000.0,1
14,6,2,제품 B,무설탕,무설탕,0.0,2000.0,0
14,6,3,구매안함,,,,,0
15,1,1,제품 A,알반당,알반당,1.0,2500.0,1
15,1,2,제품 B,무설탕,무설탕,0.0,2000.0,0
15,1,3,구매안함,,,,,0
15,2,1,제품 A,알반당,알반당,0.0,3000.0,0
15,2,2,제품 B,무설탕,무설탕,1.0,2500.0,1
15,2,3,구매안함,,,,,0
15,3,1,제품 A,알반당,무설탕,0.0,2000.0,0
15,3,2,제품 B,무설탕,무설탕,1.0,3000.0,1
15,3,3,구매안함,,,,,0
15,4,1,제품 A,알반당,알반당,1.0,2000.0,1
15,4,2,제품 B,무설탕,알반당,0.0,2500.0,0
15,4,3,구매안함,,,,,0
15,5,1,제품 A,알반당,무설탕,0.0,2500.0,1
15,5,2,제품 B,무설탕,알반당,1.0,3000.0,0
15,5,3,구매안함,,,,,0
15,6,1,제품 A,알반당,알반당,1.0,3000.0,0
15,6,2,제품 B,무설탕,무설탕,0.0,2000.0,1
15,6,3,구매안함,,,,,0
16,1,1,제품 A,알반당,알반당,1.0,2500.0,1
16,1,2,제품 B,무설탕,무설탕,0.0,2000.0,0
16,1,3,구매안함,,,,,0
16,2,1,제품 A,알반당,알반당,0.0,3000.0,0
16,2,2,제품 B,무설탕,무설탕,1.0,2500.0,1
16,2,3,구매안함,,,,,0
16,3,1,제품 A,알반당,무설탕,0.0,2000.0,1
16,3,2,제품 B,무설탕,무설탕,1.0,3000.0,0
16,3,3,구매안함,,,,,0
16,4,1,제품 A,알반당,알반당,1.0,2000.0,0
16,4,2,제품 B,무설탕,알반당,0.0,2500.0,0
16,4,3,구매안함,,,,,1
16,5,1,제품 A,알반당,무설탕,0.0,2500.0,0
16,5,2,제품 B,무설탕,알반당,1.0,3000.0,1
16,5,3,구매안함,,,,,0
16,6,1,제품 A,알반당,알반당,1.0,3000.0,0
16,6,2,제품 B,무설탕,무설탕,0.0,2000.0,1
16,6,3,구매안함,,,,,0
17,1,1,제품 A,알반당,알반당,1.0,2500.0,0
17,1,2,제품 B,무설탕,무설탕,0.0,2000.0,1
17,1,3,구매안함,,,,,0
17,2,1,제품 A,알반당,알반당,0.0,3000.0,1
17,2,2,제품 B,무설탕,무설탕,1.0,2500.0,0
17,2,3,구매안함,,,,,0
17,3,1,제품 A,알반당,무설탕,0.0,2000.0,1
17,3,2,제품 B,무설탕,무설탕,1.0,3000.0,0
17,3,3,구매안함,,,,,0
17,4,1,제품 A,알반당,알반당,1.0,2000.0,1
17,4,2,제품 B,무설탕,알반당,0.0,2500.0,0
17,4,3,구매안함,,,,,0
17,5,1,제품 A,알반당,무설탕,0.0,2500.0,1
17,5,2,제품 B,무설탕,알반당,1.0,3000.0,0
17,5,3,구매안함,,,,,0
17,6,1,제품 A,알반당,알반당,1.0,3000.0,0
17,6,2,제품 B,무설탕,무설탕,0.0,2000.0,1
17,6,3,구매안함,,,,,0
18,1,1,제품 A,알반당,알반당,1.0,2500.0,1
18,1,2,제품 B,무설탕,무설탕,0.0,2000.0,0
18,1,3,구매안함,,,,,0
18,2,1,제품 A,알반당,알반당,0.0,3000.0,0
18,2,2,제품 B,무설탕,무설탕,1.0,2500.0,1
18,2,3,구매안함,,,,,0
18,3,1,제품 A,알반당,무설탕,0.0,2000.0,1
18,3,2,제품 B,무설탕,무설탕,1.0,3000.0,0
18,3,3,구매안함,,,,,0
18,4,1,제품 A,알반당,알반당,1.0,2000.0,1
18,4,2,제품 B,무설탕,알반당,0.0,2500.0,0
18,4,3,구매안함,,,,,0
18,5,1,제품 A,알반당,무설탕,0.0,2500.0,1
18,5,2,제품 B,무설탕,알반당,1.0,3000.0,0
18,5,3,구매안함,,,,,0
18,6,1,제품 A,알반당,알반당,1.0,3000.0,0
18,6,2,제품 B,무설탕,무설탕,0.0,2000.0,1
18,6,3,구매안함,,,,,0
19,1,1,제품 A,알반당,알반당,1.0,2500.0,1
19,1,2,제품 B,무설탕,무설탕,0.0,2000.0,0
19,1,3,구매안함,,,,,0
19,2,1,제품 A,알반당,알반당,0.0,3000.0,0
19,2,2,제품 B,무설탕,무설탕,1.0,2500.0,1
19,2,3,구매안함,,,,,0
19,3,1,제품 A,알반당,무설탕,0.0,2000.0,1
19,3,2,제품 B,무설탕,무설탕,1.0,3000.0,0
19,3,3,구매안함,,,,,0
19,4,1,제품 A,알반당,알반당,1.0,2000.0,1
19,4,2,제품 B,무설탕,알반당,0.0,2500.0,0
19,4,3,구매안함,,,,,0
19,5,1,제품 A,알반당,무설탕,0.0,2500.0,1
19,5,2,제품 B,무설탕,알반당,1.0,3000.0,0
19,5,3,구매안함,,,,,0
19,6,1,제품 A,알반당,알반당,1.0,3000.0,0
19,6,2,제품 B,무설탕,무설탕,0.0,2000.0,1
19,6,3,구매안함,,,,,0
20,1,1,제품 A,알반당,알반당,1.0,2500.0,1
20,1,2,제품 B,무설탕,무설탕,0.0,2000.0,0
20,1,3,구매안함,,,,,0
20,2,1,제품 A,알반당,알반당,0.0,3000.0,0
20,2,2,제품 B,무설탕,무설탕,1.0,2500.0,1
20,2,3,구매안함,,,,,0
20,3,1,제품 A,알반당,무설탕,0.0,2000.0,1
20,3,2,제품 B,무설탕,무설탕,1.0,3000.0,0
20,3,3,구매안함,,,,,0
20,4,1,제품 A,알반당,알반당,1.0,2000.0,0
20,4,2,제품 B,무설탕,알반당,0.0,2500.0,0
20,4,3,구매안함,,,,,1
20,5,1,제품 A,알반당,무설탕,0.0,2500.0,1
20,5,2,제품 B,무설탕,알반당,1.0,3000.0,0
20,5,3,구매안함,,,,,0
20,6,1,제품 A,알반당,알반당,1.0,3000.0,0
20,6,2,제품 B,무설탕,무설탕,0.0,2000.0,1
20,6,3,구매안함,,,,,0
21,1,1,제품 A,알반당,알반당,1.0,2500.0,0
21,1,2,제품 B,무설탕,무설탕,0.0,2000.0,1
21,1,3,구매안함,,,,,0
21,2,1,제품 A,알반당,알반당,0.0,3000.0,0
21,2,2,제품 B,무설탕,무설탕,1.0,2500.0,1
21,2,3,구매안함,,,,,0
21,3,1,제품 A,알반당,무설탕,0.0,2000.0,1
21,3,2,제품 B,무설탕,무설탕,1.0,3000.0,0
21,3,3,구매안함,,,,,0
21,4,1,제품 A,알반당,알반당,1.0,2000.0,1
21,4,2,제품 B,무설탕,알반당,0.0,2500.0,0
21,4,3,구매안함,,,,,0
21,5,1,제품 A,알반당,무설탕,0.0,2500.0,1
21,5,2,제품 B,무설탕,알반당,1.0,3000.0,0
21,5,3,구매안함,,,,,0
21,6,1,제품 A,알반당,알반당,1.0,3000.0,0
21,6,2,제품 B,무설탕,무설탕,0.0,2000.0,1
21,6,3,구매안함,,,,,0
22,1,1,제품 A,알반당,알반당,1.0,2500.0,1
22,1,2,제품 B,무설탕,무설탕,0.0,2000.0,0
22,1,3,구매안함,,,,,0
22,2,1,제품 A,알반당,알반당,0.0,3000.0,0
22,2,2,제품 B,무설탕,무설탕,1.0,2500.0,1
22,2,3,구매안함,,,,,0
22,3,1,제품 A,알반당,무설탕,0.0,2000.0,0
22,3,2,제품 B,무설탕,무설탕,1.0,3000.0,1
22,3,3,구매안함,,,,,0
22,4,1,제품 A,알반당,알반당,1.0,2000.0,1
22,4,2,제품 B,무설탕,알반당,0.0,2500.0,0
22,4,3,구매안함,,,,,0
22,5,1,제품 A,알반당,무설탕,0.0,2500.0,1
22,5,2,제품 B,무설탕,알반당,1.0,3000.0,0
22,5,3,구매안함,,,,,0
22,6,1,제품 A,알반당,알반당,1.0,3000.0,0
22,6,2,제품 B,무설탕,무설탕,0.0,2000.0,1
22,6,3,구매안함,,,,,0
23,1,1,제품 A,알반당,알반당,1.0,2500.0,0
23,1,2,제품 B,무설탕,무설탕,0.0,2000.0,1
23,1,3,구매안함,,,,,0
23,2,1,제품 A,알반당,알반당,0.0,3000.0,0
23,2,2,제품 B,무설탕,무설탕,1.0,2500.0,1
23,2,3,구매안함,,,,,0
23,3,1,제품 A,알반당,무설탕,0.0,2000.0,1
23,3,2,제품 B,무설탕,무설탕,1.0,3000.0,0
23,3,3,구매안함,,,,,0
23,4,1,제품 A,알반당,알반당,1.0,2000.0,1
23,4,2,제품 B,무설탕,알반당,0.0,2500.0,0
23,4,3,구매안함,,,,,0
23,5,1,제품 A,알반당,무설탕,0.0,2500.0,1
23,5,2,제품 B,무설탕,알반당,1.0,3000.0,0
23,5,3,구매안함,,,,,0
23,6,1,제품 A,알반당,알반당,1.0,3000.0,0
23,6,2,제품 B,무설탕,무설탕,0.0,2000.0,1
23,6,3,구매안함,,,,,0
24,1,1,제품 A,알반당,알반당,1.0,2500.0,1
24,1,2,제품 B,무설탕,무설탕,0.0,2000.0,0
24,1,3,구매안함,,,,,0
24,2,1,제품 A,알반당,알반당,0.0,3000.0,0
24,2,2,제품 B,무설탕,무설탕,1.0,2500.0,1
24,2,3,구매안함,,,,,0
24,3,1,제품 A,알반당,무설탕,0.0,2000.0,1
24,3,2,제품 B,무설탕,무설탕,1.0,3000.0,0
24,3,3,구매안함,,,,,0
24,4,1,제품 A,알반당,알반당,1.0,2000.0,1
24,4,2,제품 B,무설탕,알반당,0.0,2500.0,0
24,4,3,구매안함,,,,,0
24,5,1,제품 A,알반당,무설탕,0.0,2500.0,1
24,5,2,제품 B,무설탕,알반당,1.0,3000.0,0
24,5,3,구매안함,,,,,0
24,6,1,제품 A,알반당,알반당,1.0,3000.0,0
24,6,2,제품 B,무설탕,무설탕,0.0,2000.0,1
24,6,3,구매안함,,,,,0
25,1,1,제품 A,알반당,알반당,1.0,2500.0,1
25,1,2,제품 B,무설탕,무설탕,0.0,2000.0,0
25,1,3,구매안함,,,,,0
25,2,1,제품 A,알반당,알반당,0.0,3000.0,0
25,2,2,제품 B,무설탕,무설탕,1.0,2500.0,1
25,2,3,구매안함,,,,,0
25,3,1,제품 A,알반당,무설탕,0.0,2000.0,0
25,3,2,제품 B,무설탕,무설탕,1.0,3000.0,1
25,3,3,구매안함,,,,,0
25,4,1,제품 A,알반당,알반당,1.0,2000.0,1
25,4,2,제품 B,무설탕,알반당,0.0,2500.0,0
25,4,3,구매안함,,,,,0
25,5,1,제품 A,알반당,무설탕,0.0,2500.0,1
25,5,2,제품 B,무설탕,알반당,1.0,3000.0,0
25,5,3,구매안함,,,,,0
25,6,1,제품 A,알반당,알반당,1.0,3000.0,0
25,6,2,제품 B,무설탕,무설탕,0.0,2000.0,1
25,6,3,구매안함,,,,,0
27,1,1,제품 A,알반당,알반당,1.0,2500.0,1
27,1,2,제품 B,무설탕,무설탕,0.0,2000.0,0
27,1,3,구매안함,,,,,0
27,2,1,제품 A,알반당,알반당,0.0,3000.0,1
27,2,2,제품 B,무설탕,무설탕,1.0,2500.0,0
27,2,3,구매안함,,,,,0
27,3,1,제품 A,알반당,무설탕,0.0,2000.0,0
27,3,2,제품 B,무설탕,무설탕,1.0,3000.0,1
27,3,3,구매안함,,,,,0
27,4,1,제품 A,알반당,알반당,1.0,2000.0,1
27,4,2,제품 B,무설탕,알반당,0.0,2500.0,0
27,4,3,구매안함,,,,,0
27,5,1,제품 A,알반당,무설탕,0.0,2500.0,1
27,5,2,제품 B,무설탕,알반당,1.0,3000.0,0
27,5,3,구매안함,,,,,0
27,6,1,제품 A,알반당,알반당,1.0,3000.0,1
27,6,2,제품 B,무설탕,무설탕,0.0,2000.0,0
27,6,3,구매안함,,,,,0
28,1,1,제품 A,알반당,알반당,1.0,2500.0,1
28,1,2,제품 B,무설탕,무설탕,0.0,2000.0,0
28,1,3,구매안함,,,,,0
28,2,1,제품 A,알반당,알반당,0.0,3000.0,0
28,2,2,제품 B,무설탕,무설탕,1.0,2500.0,1
28,2,3,구매안함,,,,,0
28,3,1,제품 A,알반당,무설탕,0.0,2000.0,1
28,3,2,제품 B,무설탕,무설탕,1.0,3000.0,0
28,3,3,구매안함,,,,,0
28,4,1,제품 A,알반당,알반당,1.0,2000.0,1
28,4,2,제품 B,무설탕,알반당,0.0,2500.0,0
28,4,3,구매안함,,,,,0
28,5,1,제품 A,알반당,무설탕,0.0,2500.0,1
28,5,2,제품 B,무설탕,알반당,1.0,3000.0,0
28,5,3,구매안함,,,,,0
28,6,1,제품 A,알반당,알반당,1.0,3000.0,0
28,6,2,제품 B,무설탕,무설탕,0.0,2000.0,1
28,6,3,구매안함,,,,,0
29,1,1,제품 A,알반당,알반당,1.0,2500.0,1
29,1,2,제품 B,무설탕,무설탕,0.0,2000.0,0
29,1,3,구매안함,,,,,0
29,2,1,제품 A,알반당,알반당,0.0,3000.0,0
29,2,2,제품 B,무설탕,무설탕,1.0,2500.0,1
29,2,3,구매안함,,,,,0
29,3,1,제품 A,알반당,무설탕,0.0,2000.0,1
29,3,2,제품 B,무설탕,무설탕,1.0,3000.0,0
29,3,3,구매안함,,,,,0
29,4,1,제품 A,알반당,알반당,1.0,2000.0,1
29,4,2,제품 B,무설탕,알반당,0.0,2500.0,0
29,4,3,구매안함,,,,,0
29,5,1,제품 A,알반당,무설탕,0.0,2500.0,1
29,5,2,제품 B,무설탕,알반당,1.0,3000.0,0
29,5,3,구매안함,,,,,0
29,6,1,제품 A,알반당,알반당,1.0,3000.0,0
29,6,2,제품 B,무설탕,무설탕,0.0,2000.0,1
29,6,3,구매안함,,,,,0
30,1,1,제품 A,알반당,알반당,1.0,2500.0,1
30,1,2,제품 B,무설탕,무설탕,0.0,2000.0,0
30,1,3,구매안함,,,,,0
30,2,1,제품 A,알반당,알반당,0.0,3000.0,0
30,2,2,제품 B,무설탕,무설탕,1.0,2500.0,1
30,2,3,구매안함,,,,,0
30,3,1,제품 A,알반당,무설탕,0.0,2000.0,1
30,3,2,제품 B,무설탕,무설탕,1.0,3000.0,0
30,3,3,구매안함,,,,,0
30,4,1,제품 A,알반당,알반당,1.0,2000.0,1
30,4,2,제품 B,무설탕,알반당,0.0,2500.0,0
30,4,3,구매안함,,,,,0
30,5,1,제품 A,알반당,무설탕,0.0,2500.0,1
30,5,2,제품 B,무설탕,알반당,1.0,3000.0,0
30,5,3,구매안함,,,,,0
30,6,1,제품 A,알반당,알반당,1.0,3000.0,0
30,6,2,제품 B,무설탕,무설탕,0.0,2000.0,1
30,6,3,구매안함,,,,,0
31,1,1,제품 A,알반당,알반당,1.0,2500.0,1
31,1,2,제품 B,무설탕,무설탕,0.0,2000.0,0
31,1,3,구매안함,,,,,0
31,2,1,제품 A,알반당,알반당,0.0,3000.0,0
31,2,2,제품 B,무설탕,무설탕,1.0,2500.0,1
31,2,3,구매안함,,,,,0
31,3,1,제품 A,알반당,무설탕,0.0,2000.0,0
31,3,2,제품 B,무설탕,무설탕,1.0,3000.0,1
31,3,3,구매안함,,,,,0
31,4,1,제품 A,알반당,알반당,1.0,2000.0,1
31,4,2,제품 B,무설탕,알반당,0.0,2500.0,0
31,4,3,구매안함,,,,,0
31,5,1,제품 A,알반당,무설탕,0.0,2500.0,0
31,5,2,제품 B,무설탕,알반당,1.0,3000.0,1
31,5,3,구매안함,,,,,0
31,6,1,제품 A,알반당,알반당,1.0,3000.0,1
31,6,2,제품 B,무설탕,무설탕,0.0,2000.0,0
31,6,3,구매안함,,,,,0
32,1,1,제품 A,알반당,알반당,1.0,2500.0,1
32,1,2,제품 B,무설탕,무설탕,0.0,2000.0,0
32,1,3,구매안함,,,,,0
32,2,1,제품 A,알반당,알반당,0.0,3000.0,0
32,2,2,제품 B,무설탕,무설탕,1.0,2500.0,1
32,2,3,구매안함,,,,,0
32,3,1,제품 A,알반당,무설탕,0.0,2000.0,1
32,3,2,제품 B,무설탕,무설탕,1.0,3000.0,0
32,3,3,구매안함,,,,,0
32,4,1,제품 A,알반당,알반당,1.0,2000.0,1
32,4,2,제품 B,무설탕,알반당,0.0,2500.0,0
32,4,3,구매안함,,,,,0
32,5,1,제품 A,알반당,무설탕,0.0,2500.0,1
32,5,2,제품 B,무설탕,알반당,1.0,3000.0,0
32,5,3,구매안함,,,,,0
32,6,1,제품 A,알반당,알반당,1.0,3000.0,0
32,6,2,제품 B,무설탕,무설탕,0.0,2000.0,1
32,6,3,구매안함,,,,,0
33,1,1,제품 A,알반당,알반당,1.0,2500.0,0
33,1,2,제품 B,무설탕,무설탕,0.0,2000.0,0
33,1,3,구매안함,,,,,1
33,2,1,제품 A,알반당,알반당,0.0,3000.0,0
33,2,2,제품 B,무설탕,무설탕,1.0,2500.0,0
33,2,3,구매안함,,,,,1
